>transcript_4-18:ppan
3165	3381	333973	334189

>transcript_5-25:ptro
0	273	0	273
273	486	7729	7942
486	609	21277	21400
609	921	32880	33192
921	1248	35879	36206
1248	1323	79629	79704
1323	1431	123850	123958
1431	2004	124486	125059
2004	2373	150794	151163
2373	2460	152318	152405
2460	2889	157141	157570
2889	2994	165844	165949
2994	3246	201622	201874
3246	3519	243778	244051
3519	3651	263956	264088
3651	3930	298934	299213
3930	4311	325067	325448
4311	4320	326765	326774
4320	4536	335128	335344

>transcript_5-26:ptro
0	300	28953	29253
300	387	150245	150332
387	666	295670	295949

>transcript_5-10:ptro
0	273	0	273
273	348	78654	78729
348	456	122875	122983
456	1029	123511	124084
1029	1398	149819	150188
1398	1485	151343	151430
1485	1914	156166	156595
1914	2166	200542	200794
2166	2439	242698	242971
2439	2820	323576	323957
2820	3036	333628	333844

>transcript_5-11:ptro
0	273	0	273
273	462	4035	4224
462	675	7918	8131
675	798	21466	21589
798	1098	29751	30051
1098	1410	33369	33681
1410	1737	36368	36695
1737	1812	80118	80193
1812	2385	124867	125440
2385	2754	151175	151544
2754	2841	152699	152786
2841	3270	157522	157951
3270	3375	166225	166330
3375	3627	202003	202255
3627	3900	244159	244432
3900	4032	264337	264469
4032	4311	299315	299594
4311	4692	325448	325829
4692	4701	327146	327155
4701	4917	335509	335725

>transcript_5-12:ptro
0	273	0	273
273	462	4035	4224
462	675	7918	8131
675	798	21466	21589
798	1098	29751	30051
1098	1410	33369	33681
1410	1737	36368	36695
1737	1812	80118	80193
1812	1920	124339	124447
1920	2289	150710	151079
2289	2376	152234	152321
2376	2805	157057	157486
2805	2910	165760	165865
2910	3162	201538	201790
3162	3435	243694	243967
3435	3567	263872	264004
3567	3846	298850	299129

>transcript_5-8:ptro
0	291	0	291
291	492	4053	4254
492	720	7948	8176
720	849	21511	21640
849	1197	35807	36155
1197	1806	124252	124861
1806	1917	164761	164872
1917	2208	242449	242740
2208	2349	262645	262786

>transcript_5-9:ptro
0	129	20791	20920
129	738	123184	123793
738	1131	149528	149921
1131	1398	199759	200026
1398	1695	296681	296978

>transcript_5-4:ptro
0	111	162955	163066
111	414	295394	295697

>transcript_5-1:ptro
0	132	20791	20923
132	462	29085	29415
462	762	240994	241294
762	1068	296045	296351
1068	1077	323522	323531
1077	1314	331885	332122

>transcript_5-2:ptro
0	204	3762	3966
204	438	7660	7894
438	570	21229	21361
570	930	35528	35888
930	1020	150875	150965

>transcript_5-13:ptro
0	129	20791	20920
129	738	123184	123793
738	1005	199366	199633
1005	1302	296288	296585

>transcript_5-14:ptro
0	291	0	291
291	519	7747	7975
519	648	21310	21439
648	996	35606	35954
996	1605	124051	124660
1605	1716	164560	164671
1716	2007	242248	242539
2007	2148	262444	262585

>transcript_5-15:ptro
0	291	0	291
291	492	4053	4254
492	621	21283	21412
621	969	35579	35927
969	1578	124024	124633
1578	1689	164533	164644
1689	1980	242221	242512
1980	2121	262417	262558

>transcript_5-16:ptro
0	204	3762	3966
204	438	7660	7894
438	570	21229	21361
570	920	35528	35878
920	1010	150865	150955

>transcript_5-17:ptro
0	273	0	273
273	462	4035	4224
462	675	7918	8131
675	798	21466	21589
798	1098	29751	30051
1098	1410	33369	33681
1410	1737	36368	36695
1737	1803	80118	80184
1803	1911	124330	124438
1911	2280	150701	151070
2280	2367	152225	152312
2367	2796	157048	157477
2796	2901	165751	165856
2901	3153	201529	201781
3153	3426	243685	243958
3426	3558	263863	263995
3558	3837	298841	299120

>transcript_6-27:hsap
0	291	0	291
291	492	9999	10200
492	720	45496	45724
720	849	63741	63870
849	1167	78448	78766
1167	1494	111475	111802
1494	1740	127403	127649
1740	1818	208257	208335
1818	1932	232836	232950
1932	2535	235035	235638
2535	2925	255776	256166
2925	3015	275836	275926
3015	3126	279047	279158
3126	3417	300473	300764
3417	3558	326413	326554
3558	3852	346243	346537
3852	3861	356288	356297
3861	4092	357126	357357

>transcript_6-28:hsap
0	228	45004	45232
228	555	110536	110863
555	801	126464	126710
801	912	276833	276944
912	1179	291205	291472

>transcript_6-29:hsap
0	111	276032	276143
111	120	352547	352556
120	351	353385	353616

>transcript_6-6:hsap
0	291	0	291
291	420	63312	63441
420	741	78019	78340
741	1071	111049	111379
1071	1317	126980	127226
1317	1665	152878	153226
1665	1743	208182	208260
1743	1857	232761	232875
1857	2250	255098	255491
2250	2361	278282	278393
2361	2628	292654	292921
2628	2919	299975	300266

>transcript_6-7:hsap
0	228	45004	45232
228	357	63249	63378
357	678	77956	78277
678	1008	110986	111316
1008	1254	126917	127163
1254	1602	152815	153163
1602	1680	208119	208197
1680	1794	232698	232812
1794	2403	234897	235506
2403	2514	278435	278546
2514	2781	292807	293074
2781	3072	300128	300419
3072	3213	326068	326209
3213	3510	345898	346195
3510	3519	355946	355955
3519	3750	356784	357015

>transcript_6-8:hsap
0	291	0	291
291	492	9999	10200
492	720	45496	45724
720	849	63741	63870
849	1197	152410	152758
1197	1806	234300	234909
1806	1917	277838	277949
1917	2208	299264	299555
2208	2349	325204	325345

>transcript_6-9:hsap
0	129	63021	63150
129	738	233232	233841
738	1131	253979	254372
1131	1398	291424	291691
1398	1695	344083	344380

>transcript_6-4:hsap
0	111	276032	276143
111	414	342796	343099

>transcript_6-5:hsap
0	297	0	297
297	501	10005	10209
501	735	45505	45739
735	867	63756	63888
867	1194	78466	78793
1194	1533	111502	111841
1533	1785	127442	127694
1785	2142	153346	153703
2142	2220	208659	208737
2220	2337	233238	233355
2337	2739	255578	255980
2739	2829	275650	275740
2829	2940	278861	278972
2940	3213	293233	293506
3213	3510	300560	300857
3510	3654	326506	326650
3654	3957	346339	346642
3957	3966	356393	356402
3966	4203	357231	357468

>transcript_6-0:hsap
0	132	63021	63153
132	387	126041	126296
387	747	151948	152308
747	1152	253988	254393
1152	1428	291445	291721
1428	1728	298775	299075
1728	1872	324724	324868
1872	2178	344557	344863

>transcript_6-1:hsap
0	132	63021	63153
132	462	77731	78061
462	762	297809	298109
762	1068	343447	343753
1068	1077	353504	353513
1077	1314	354342	354579

>transcript_6-2:hsap
0	204	9708	9912
204	438	45208	45442
438	570	63459	63591
570	930	152131	152491
930	1020	273841	273931

>transcript_6-3:hsap
0	204	9708	9912
204	336	63225	63357
336	666	77935	78265
666	921	126575	126830
921	999	207438	207516
999	1116	232017	232134
1116	1521	254357	254762
1521	1632	277553	277664
1632	1932	298979	299279
1932	2076	324928	325072
2076	2382	344761	345067
2382	2619	355647	355884

>transcript_7-30:ggor
0	291	0	291
291	492	13615	13816
492	723	15681	15912
723	1335	205401	206013
1335	1629	262321	262615
1629	1863	355625	355859

>transcript_7-31:ggor
0	231	15189	15420
231	360	28453	28582
360	711	122757	123108
711	828	188728	188845
828	1125	323418	323715
1125	1359	355121	355355

>transcript_7-4:ggor
0	111	236878	236989
111	414	322701	323004

>transcript_7-5:ggor
0	297	0	297
297	501	13621	13825
501	735	15690	15924
735	867	28957	29089
867	1194	39668	39995
1194	1533	80137	80476
1533	1785	108655	108907
1785	2142	124182	124539
2142	2220	178150	178228
2220	2337	190237	190354
2337	2739	209948	210350
2739	2829	211305	211395
2829	2940	239707	239818
2940	3213	253044	253317
3213	3510	264199	264496
3510	3654	308562	308706
3654	3957	326244	326547
3957	3966	348446	348455
3966	4203	357962	358199

>transcript_7-0:ggor
0	132	28222	28354
132	387	107254	107509
387	747	122784	123144
747	1152	208358	208763
1152	1428	251256	251532
1428	1728	262414	262714
1728	1872	306780	306924
1872	2178	324462	324768

>transcript_7-1:ggor
0	132	28222	28354
132	462	38933	39263
462	762	261448	261748
762	1068	323352	323658
1068	1077	345557	345566
1077	1314	355073	355310

>transcript_7-2:ggor
0	204	13324	13528
204	438	15393	15627
438	570	28660	28792
570	930	122967	123327
930	1020	209496	209586

>transcript_7-3:ggor
0	204	13324	13528
204	336	28426	28558
336	666	39137	39467
666	921	107788	108043
921	999	176929	177007
999	1116	189016	189133
1116	1521	208727	209132
1521	1632	238399	238510
1632	1932	262618	262918
1932	2076	306984	307128
2076	2382	324666	324972
2382	2619	356378	356615

>transcript_8-32:pabe
0	201	15940	16141

>transcript_8-33:pabe
0	336	97048	97384
336	606	270282	270552
606	900	311644	311938

>transcript_8-34:pabe
0	294	0	294
294	495	16234	16435
495	723	31088	31316
723	852	34554	34683
852	1176	54363	54687
1176	1425	119061	119310
1425	1776	159392	159743
1776	1854	169713	169791
1854	2469	186138	186753
2469	2865	206563	206959
2865	2955	234338	234428
2955	3066	272514	272625
3066	3360	314104	314398
3360	3501	345074	345215
3501	3801	380023	380323
3801	3810	385778	385787
3810	4041	410977	411208

>transcript_8-0:pabe
0	132	33831	33963
132	387	118017	118272
387	747	158354	158714
747	1152	204841	205246
1152	1428	271098	271374
1428	1728	312466	312766
1728	1872	343442	343586
1872	2178	378394	378700

>transcript_8-1:pabe
0	132	33831	33963
132	462	53643	53973
462	762	311500	311800
762	1068	377284	377590
1068	1077	383045	383054
1077	1314	408244	408481

>transcript_8-2:pabe
0	204	15940	16144
204	438	30797	31031
438	570	34269	34401
570	930	158537	158897
930	1020	232403	232493

>transcript_8-3:pabe
0	204	15940	16144
204	336	34035	34167
336	666	53847	54177
666	921	118551	118806
921	999	168858	168936
999	1116	181467	181584
1116	1521	205210	205615
1521	1632	271080	271191
1632	1932	312670	312970
1932	2076	343646	343790
2076	2382	378598	378904
2382	2619	409549	409786

